row_index,split,group_id,group_key_sha256,source,target_class,has_efficiency,has_particle_size,has_zeta_potential,has_pdi,has_encapsulation,has_toxicity
239,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
241,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
242,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
247,training,G046,a18c68a9f46854b1965ecf27a7348129876e513e694554b604e7723a24d8b351,LNP_ML,liver,True,False,False,False,False,False
248,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
249,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
250,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
251,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
252,training,G044,62f44f14ea35ef7328dbb396cbe47c5bbde53cc0d830a132e4dd33dddb134d67,LNP_ML,generic_cell,True,False,False,False,False,False
253,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
254,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
255,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
256,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
257,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
258,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
259,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
260,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
261,training,G025,3a7bb27cb25f4d555e46df617b6b2bb3dabdd67dd9b56b6dd1588d184a5b6bc0,LNP_Atlas,liver,False,True,False,False,True,False
262,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
264,training,G033,bbc314ddcaecc6c2ec39d635bebc581e1d73f7fcba5f34b05f4ffd48ca6447b6,LNP_ML,liver,True,False,False,False,False,False
265,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
266,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
267,training,G008,bfd9c82a038b822192bf900281944d8a67134946537c2bb126cbeae0d6963377,LNP_Atlas,other,False,True,False,True,False,False
268,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
269,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
270,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
271,training,G010,3df4ae7f6198d63b0e225972a327e11db073e1abf0f963d31934aad7f1f6145d,LNP_Atlas,liver,False,True,False,True,False,False
273,training,G052,b37b0e39cd4f7d16388d2a38b8c468a6c7007d3e702438806e42dd8707934c2f,LNP_ML,spleen,True,False,False,False,False,False
275,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
276,training,G056,45e59895219065e084f1f3c102a02b88dfee45730a0411d01cde69d4137c8edf,LNP_ML,generic_cell,True,False,False,False,False,False
277,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
278,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
280,training,G016,7d8a93d11e9c8940abac939c0bf44f0d6c938ae9978b4ea0d8cfc4a1caa86fc5,LNP_Atlas,lung,False,True,True,True,True,False
282,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
283,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
284,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
285,training,G020,a699610a0d2428164dfbcdf1e2689e18186aef321fbe4919b96a3f20f4eec24a,LNP_Atlas,other,False,True,False,True,False,False
286,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
288,training,G036,2820a7fa5b5483f2e947545f345339da833b85904eac56b9f08165d2c401cd40,LNP_ML,muscle,True,False,False,False,False,False
289,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
290,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
291,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
293,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
294,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
295,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
297,training,G055,13fd3d5f0d855c9b785cf92a85bb99b31c03082814e366943aebbf7a5c9f90f7,LNP_ML,liver,True,False,False,False,False,False
298,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
299,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
300,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
301,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
302,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
303,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
304,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
305,training,G046,a18c68a9f46854b1965ecf27a7348129876e513e694554b604e7723a24d8b351,LNP_ML,liver,True,False,False,False,False,False
307,training,G011,7f737e131d2bba59ed2de68348fedd8fa7459a608d07d653d8573ad6ae13da71,LNP_Atlas,other,False,True,True,True,True,False
310,training,G058,666b784581eda04b9934ea7b65d7278b957204c5443623b6dfd2f60fc7978112,LNP_ML,liver,True,False,False,False,False,False
313,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
314,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
315,training,G052,b37b0e39cd4f7d16388d2a38b8c468a6c7007d3e702438806e42dd8707934c2f,LNP_ML,spleen,True,False,False,False,False,False
316,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
318,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
319,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
320,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
321,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
323,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
324,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
326,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
327,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
328,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
329,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
330,training,G024,d3e76a6eacd45e385218e48e90c6cabe78a5e1f57022cac3ec1d412663120ba1,LNP_Atlas,other,False,True,False,True,True,False
331,training,G046,a18c68a9f46854b1965ecf27a7348129876e513e694554b604e7723a24d8b351,LNP_ML,liver,True,False,False,False,False,False
332,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
333,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
334,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
335,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
336,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
338,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
339,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
340,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
341,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
342,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
343,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
344,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
345,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
346,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
347,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
348,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
349,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
351,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
352,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
353,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
354,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
356,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
357,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
359,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
360,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
361,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
362,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
363,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
364,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
365,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
366,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
367,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
369,training,G043,3b6bca6ee03330339c32916b0a53b570c41a94f66a354c35994c2491b4c12c35,LNP_ML,generic_cell,True,False,False,False,False,False
370,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
375,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
376,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
378,training,G033,bbc314ddcaecc6c2ec39d635bebc581e1d73f7fcba5f34b05f4ffd48ca6447b6,LNP_ML,liver,True,False,False,False,False,False
379,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
380,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
381,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
383,training,G044,62f44f14ea35ef7328dbb396cbe47c5bbde53cc0d830a132e4dd33dddb134d67,LNP_ML,generic_cell,True,False,False,False,False,False
384,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
385,training,G042,c41e09d12aecadc06c33d081fbb35ca577675e07b4370127c6a37bcf7befddb8,LNP_ML,generic_cell,True,False,False,False,False,False
386,training,G058,666b784581eda04b9934ea7b65d7278b957204c5443623b6dfd2f60fc7978112,LNP_ML,liver,True,False,False,False,False,False
388,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
389,training,G039,951e5d02c9e7922d649b6fd758058c54de56bb2829f478c680e733a6ead3bc36,LNP_ML,muscle,True,False,False,False,False,False
390,training,G034,cfad4770845f8e3399267a856d2e480cc26466c7c32a09d96d5a69d7aca15ba1,LNP_ML,spleen,True,False,False,False,False,False
392,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
394,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
396,training,G052,b37b0e39cd4f7d16388d2a38b8c468a6c7007d3e702438806e42dd8707934c2f,LNP_ML,spleen,True,False,False,False,False,False
397,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
400,training,G043,3b6bca6ee03330339c32916b0a53b570c41a94f66a354c35994c2491b4c12c35,LNP_ML,generic_cell,True,False,False,False,False,False
401,training,G022,7c9cccc7800e1b14a7e828dfff13475046e476a14284a2a7977d67f87433a2d7,LNP_Atlas,other,False,True,False,True,False,False
402,training,G051,d5692af7034f403dd1390ab8d6fa724b9808b3f8635f12752ddf0e9c8c908599,LNP_ML,lung,True,False,False,False,False,False
403,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
404,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
406,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
407,training,G036,2820a7fa5b5483f2e947545f345339da833b85904eac56b9f08165d2c401cd40,LNP_ML,muscle,True,False,False,False,False,False
408,training,G043,3b6bca6ee03330339c32916b0a53b570c41a94f66a354c35994c2491b4c12c35,LNP_ML,generic_cell,True,False,False,False,False,False
410,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
411,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
413,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
414,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
417,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
418,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
419,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
420,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
421,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
423,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
425,training,G056,45e59895219065e084f1f3c102a02b88dfee45730a0411d01cde69d4137c8edf,LNP_ML,generic_cell,True,False,False,False,False,False
429,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
430,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
431,training,G008,bfd9c82a038b822192bf900281944d8a67134946537c2bb126cbeae0d6963377,LNP_Atlas,other,False,True,False,True,False,False
432,training,G033,bbc314ddcaecc6c2ec39d635bebc581e1d73f7fcba5f34b05f4ffd48ca6447b6,LNP_ML,liver,True,False,False,False,False,False
433,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
434,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
435,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
438,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
439,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
441,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
443,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
444,training,G028,da90ef346ab3ab03fcbfb9364ddd710703c19b1b769b617cd83dfab1fdcf32a6,LNP_ML,lung_epithelium,True,False,False,False,False,False
445,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
447,training,G030,078c8228b1ea4706c86fac1ecf66d78a84959a8f2d83cb014c2768d4a54684ef,LNP_ML,macrophage,True,False,False,False,False,False
449,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
450,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
451,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
453,training,G031,efda46f30d9e2c8196de5e65ca0fc73215ca7cbccec5e48a4aaf84d76e361465,LNP_ML,generic_cell,True,False,False,False,False,False
454,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
456,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
459,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
460,training,G042,c41e09d12aecadc06c33d081fbb35ca577675e07b4370127c6a37bcf7befddb8,LNP_ML,generic_cell,True,False,False,False,False,False
461,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
462,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
463,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
464,training,G041,81db608a013a0aa8dd006fb003f882db2c383a739d5cff70f9228de109c231ef,LNP_ML,generic_cell,True,False,False,False,False,False
466,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
468,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
469,training,G027,e15cc8e6e3c3fd5e82925f5d53bd06a6c8a0cecb34169c771ea68f91c506b246,LNP_ML,lung_epithelium,True,False,False,False,False,False
470,training,G044,62f44f14ea35ef7328dbb396cbe47c5bbde53cc0d830a132e4dd33dddb134d67,LNP_ML,generic_cell,True,False,False,False,False,False
471,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
472,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
473,training,G056,45e59895219065e084f1f3c102a02b88dfee45730a0411d01cde69d4137c8edf,LNP_ML,generic_cell,True,False,False,False,False,False
474,training,G042,c41e09d12aecadc06c33d081fbb35ca577675e07b4370127c6a37bcf7befddb8,LNP_ML,generic_cell,True,False,False,False,False,False
475,training,G046,a18c68a9f46854b1965ecf27a7348129876e513e694554b604e7723a24d8b351,LNP_ML,liver,True,False,False,False,False,False
477,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
478,training,G010,3df4ae7f6198d63b0e225972a327e11db073e1abf0f963d31934aad7f1f6145d,LNP_Atlas,liver,False,True,False,True,False,False
479,training,G044,62f44f14ea35ef7328dbb396cbe47c5bbde53cc0d830a132e4dd33dddb134d67,LNP_ML,generic_cell,True,False,False,False,False,False
481,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
482,training,G010,3df4ae7f6198d63b0e225972a327e11db073e1abf0f963d31934aad7f1f6145d,LNP_Atlas,liver,False,True,False,True,False,False
483,training,G048,4f025592182de35f74f08aad9c3a8123385a76fea1f91328a49c00d212892558,LNP_ML,generic_cell,True,False,False,False,False,False
484,training,G054,f46113dec8501b2fbab18f16556060361bd056e02937eec13fc4939fffddf6df,LNP_ML,generic_cell,True,False,False,False,False,False
485,training,G057,b4e3b12613ee20a6fcd87651eb2579a43ea43a5c1d6d775c3996c0e7f3c4b661,LNP_ML,generic_cell,True,False,False,False,False,False
486,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
487,training,G029,94e002c3584f7b20f33cd919fdbf02025fda03a20f62802e48aed01e2912c742,LNP_ML,generic_cell,True,False,False,False,False,False
